image_id,region,color,label,D1,D2,D3,D4,positive_votes,agreement_type
20,舌尖,淡紅,舌尖_淡紅,1,1,1,1,4,4:0
20,舌尖,淡白,舌尖_淡白,0,0,0,1,1,3:1
20,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
20,舌尖,暗紅,舌尖_暗紅,0,0,0,0,0,4:0
20,舌尖,青紫,舌尖_青紫,0,0,0,1,1,3:1
20,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
20,舌中,淡紅,舌中_淡紅,0,0,1,1,2,2:2
20,舌中,淡白,舌中_淡白,0,0,0,1,1,3:1
20,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
20,舌中,暗紅,舌中_暗紅,1,0,0,0,1,3:1
20,舌中,青紫,舌中_青紫,0,1,0,1,2,2:2
20,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
20,舌左邊,淡紅,舌左邊_淡紅,0,0,1,1,2,2:2
20,舌左邊,淡白,舌左邊_淡白,1,0,0,1,2,2:2
20,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
20,舌左邊,暗紅,舌左邊_暗紅,0,0,0,0,0,4:0
20,舌左邊,青紫,舌左邊_青紫,0,1,0,0,1,3:1
20,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
20,舌右邊,淡紅,舌右邊_淡紅,0,0,1,1,2,2:2
20,舌右邊,淡白,舌右邊_淡白,1,0,0,1,2,2:2
20,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
20,舌右邊,暗紅,舌右邊_暗紅,0,0,0,0,0,4:0
20,舌右邊,青紫,舌右邊_青紫,0,1,0,0,1,3:1
20,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
20,舌根,淡紅,舌根_淡紅,0,1,1,1,3,3:1
20,舌根,淡白,舌根_淡白,0,0,0,1,1,3:1
20,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
20,舌根,暗紅,舌根_暗紅,1,0,0,0,1,3:1
20,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
20,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
21,舌尖,淡紅,舌尖_淡紅,1,1,1,1,4,4:0
21,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
21,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
21,舌尖,暗紅,舌尖_暗紅,0,0,0,0,0,4:0
21,舌尖,青紫,舌尖_青紫,0,0,0,1,1,3:1
21,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
21,舌中,淡紅,舌中_淡紅,0,1,1,1,3,3:1
21,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
21,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
21,舌中,暗紅,舌中_暗紅,1,0,0,0,1,3:1
21,舌中,青紫,舌中_青紫,0,0,1,1,2,2:2
21,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
21,舌左邊,淡紅,舌左邊_淡紅,0,1,1,1,3,3:1
21,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
21,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
21,舌左邊,暗紅,舌左邊_暗紅,1,0,0,0,1,3:1
21,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
21,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
21,舌右邊,淡紅,舌右邊_淡紅,0,1,1,1,3,3:1
21,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
21,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
21,舌右邊,暗紅,舌右邊_暗紅,1,0,0,0,1,3:1
21,舌右邊,青紫,舌右邊_青紫,0,0,0,0,0,4:0
21,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
21,舌根,淡紅,舌根_淡紅,0,1,1,1,3,3:1
21,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
21,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
21,舌根,暗紅,舌根_暗紅,1,0,0,0,1,3:1
21,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
21,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
22,舌尖,淡紅,舌尖_淡紅,0,0,0,0,0,4:0
22,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
22,舌尖,鮮紅,舌尖_鮮紅,1,1,1,1,4,4:0
22,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
22,舌尖,青紫,舌尖_青紫,0,0,1,1,2,2:2
22,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
22,舌中,淡紅,舌中_淡紅,0,0,0,0,0,4:0
22,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
22,舌中,鮮紅,舌中_鮮紅,1,1,1,1,4,4:0
22,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
22,舌中,青紫,舌中_青紫,0,0,0,1,1,3:1
22,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
22,舌左邊,淡紅,舌左邊_淡紅,0,0,0,0,0,4:0
22,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
22,舌左邊,鮮紅,舌左邊_鮮紅,1,1,1,1,4,4:0
22,舌左邊,暗紅,舌左邊_暗紅,0,0,0,1,1,3:1
22,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
22,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
22,舌右邊,淡紅,舌右邊_淡紅,0,0,0,0,0,4:0
22,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
22,舌右邊,鮮紅,舌右邊_鮮紅,1,1,1,1,4,4:0
22,舌右邊,暗紅,舌右邊_暗紅,0,0,0,1,1,3:1
22,舌右邊,青紫,舌右邊_青紫,0,0,0,1,1,3:1
22,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
22,舌根,淡紅,舌根_淡紅,0,0,0,0,0,4:0
22,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
22,舌根,鮮紅,舌根_鮮紅,1,1,1,1,4,4:0
22,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
22,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
22,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
23,舌尖,淡紅,舌尖_淡紅,1,0,1,0,2,2:2
23,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
23,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
23,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
23,舌尖,青紫,舌尖_青紫,0,1,0,0,1,3:1
23,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
23,舌中,淡紅,舌中_淡紅,1,1,1,0,3,3:1
23,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
23,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
23,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
23,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
23,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
23,舌左邊,淡紅,舌左邊_淡紅,1,1,1,0,3,3:1
23,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
23,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
23,舌左邊,暗紅,舌左邊_暗紅,0,0,0,1,1,3:1
23,舌左邊,青紫,舌左邊_青紫,0,0,1,1,2,2:2
23,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
23,舌右邊,淡紅,舌右邊_淡紅,1,1,1,1,4,4:0
23,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
23,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
23,舌右邊,暗紅,舌右邊_暗紅,0,0,0,1,1,3:1
23,舌右邊,青紫,舌右邊_青紫,0,0,1,1,2,2:2
23,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
23,舌根,淡紅,舌根_淡紅,1,1,1,0,3,3:1
23,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
23,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
23,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
23,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
23,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
24,舌尖,淡紅,舌尖_淡紅,0,0,0,0,0,4:0
24,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
24,舌尖,鮮紅,舌尖_鮮紅,0,0,1,0,1,3:1
24,舌尖,暗紅,舌尖_暗紅,1,0,0,1,2,2:2
24,舌尖,青紫,舌尖_青紫,0,1,1,1,3,3:1
24,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
24,舌中,淡紅,舌中_淡紅,1,0,0,0,1,3:1
24,舌中,淡白,舌中_淡白,0,1,0,0,1,3:1
24,舌中,鮮紅,舌中_鮮紅,0,0,1,0,1,3:1
24,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
24,舌中,青紫,舌中_青紫,0,0,0,1,1,3:1
24,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
24,舌左邊,淡紅,舌左邊_淡紅,0,0,0,0,0,4:0
24,舌左邊,淡白,舌左邊_淡白,0,1,0,0,1,3:1
24,舌左邊,鮮紅,舌左邊_鮮紅,0,0,1,0,1,3:1
24,舌左邊,暗紅,舌左邊_暗紅,1,0,0,1,2,2:2
24,舌左邊,青紫,舌左邊_青紫,0,0,1,1,2,2:2
24,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
24,舌右邊,淡紅,舌右邊_淡紅,0,0,0,0,0,4:0
24,舌右邊,淡白,舌右邊_淡白,0,1,0,0,1,3:1
24,舌右邊,鮮紅,舌右邊_鮮紅,0,0,1,0,1,3:1
24,舌右邊,暗紅,舌右邊_暗紅,1,0,0,1,2,2:2
24,舌右邊,青紫,舌右邊_青紫,0,0,1,1,2,2:2
24,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
24,舌根,淡紅,舌根_淡紅,1,0,0,0,1,3:1
24,舌根,淡白,舌根_淡白,0,1,0,0,1,3:1
24,舌根,鮮紅,舌根_鮮紅,0,0,1,0,1,3:1
24,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
24,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
24,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
25,舌尖,淡紅,舌尖_淡紅,1,1,0,0,2,2:2
25,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
25,舌尖,鮮紅,舌尖_鮮紅,0,0,1,0,1,3:1
25,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
25,舌尖,青紫,舌尖_青紫,0,0,0,1,1,3:1
25,舌尖,灰黑,舌尖_灰黑,0,0,1,0,1,3:1
25,舌中,淡紅,舌中_淡紅,1,1,0,0,2,2:2
25,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
25,舌中,鮮紅,舌中_鮮紅,0,0,1,0,1,3:1
25,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
25,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
25,舌中,灰黑,舌中_灰黑,0,0,1,0,1,3:1
25,舌左邊,淡紅,舌左邊_淡紅,0,1,0,0,1,3:1
25,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
25,舌左邊,鮮紅,舌左邊_鮮紅,0,0,1,0,1,3:1
25,舌左邊,暗紅,舌左邊_暗紅,1,0,0,1,2,2:2
25,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
25,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
25,舌右邊,淡紅,舌右邊_淡紅,0,1,0,0,1,3:1
25,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
25,舌右邊,鮮紅,舌右邊_鮮紅,0,0,1,0,1,3:1
25,舌右邊,暗紅,舌右邊_暗紅,1,0,0,1,2,2:2
25,舌右邊,青紫,舌右邊_青紫,0,0,0,1,1,3:1
25,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
25,舌根,淡紅,舌根_淡紅,0,1,0,0,1,3:1
25,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
25,舌根,鮮紅,舌根_鮮紅,0,0,1,0,1,3:1
25,舌根,暗紅,舌根_暗紅,1,0,0,1,2,2:2
25,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
25,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
26,舌尖,淡紅,舌尖_淡紅,1,1,1,0,3,3:1
26,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
26,舌尖,鮮紅,舌尖_鮮紅,0,0,1,0,1,3:1
26,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
26,舌尖,青紫,舌尖_青紫,0,0,1,0,1,3:1
26,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
26,舌中,淡紅,舌中_淡紅,1,1,1,0,3,3:1
26,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
26,舌中,鮮紅,舌中_鮮紅,0,0,1,0,1,3:1
26,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
26,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
26,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
26,舌左邊,淡紅,舌左邊_淡紅,0,1,1,0,2,2:2
26,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
26,舌左邊,鮮紅,舌左邊_鮮紅,1,0,1,0,2,2:2
26,舌左邊,暗紅,舌左邊_暗紅,0,0,0,1,1,3:1
26,舌左邊,青紫,舌左邊_青紫,0,0,1,1,2,2:2
26,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
26,舌右邊,淡紅,舌右邊_淡紅,0,1,1,0,2,2:2
26,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
26,舌右邊,鮮紅,舌右邊_鮮紅,1,0,1,0,2,2:2
26,舌右邊,暗紅,舌右邊_暗紅,0,0,0,1,1,3:1
26,舌右邊,青紫,舌右邊_青紫,0,0,1,1,2,2:2
26,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
26,舌根,淡紅,舌根_淡紅,0,1,1,0,2,2:2
26,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
26,舌根,鮮紅,舌根_鮮紅,0,0,1,0,1,3:1
26,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
26,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
26,舌根,灰黑,舌根_灰黑,1,0,0,0,1,3:1
27,舌尖,淡紅,舌尖_淡紅,1,1,0,1,3,3:1
27,舌尖,淡白,舌尖_淡白,0,0,1,1,2,2:2
27,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
27,舌尖,暗紅,舌尖_暗紅,0,0,0,0,0,4:0
27,舌尖,青紫,舌尖_青紫,0,0,1,1,2,2:2
27,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
27,舌中,淡紅,舌中_淡紅,1,1,1,1,4,4:0
27,舌中,淡白,舌中_淡白,0,0,1,0,1,3:1
27,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
27,舌中,暗紅,舌中_暗紅,0,0,0,0,0,4:0
27,舌中,青紫,舌中_青紫,0,0,0,1,1,3:1
27,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
27,舌左邊,淡紅,舌左邊_淡紅,1,1,0,0,2,2:2
27,舌左邊,淡白,舌左邊_淡白,0,0,1,1,2,2:2
27,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
27,舌左邊,暗紅,舌左邊_暗紅,0,0,0,0,0,4:0
27,舌左邊,青紫,舌左邊_青紫,0,0,0,1,1,3:1
27,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
27,舌右邊,淡紅,舌右邊_淡紅,1,1,0,1,3,3:1
27,舌右邊,淡白,舌右邊_淡白,0,0,1,1,2,2:2
27,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
27,舌右邊,暗紅,舌右邊_暗紅,0,0,0,0,0,4:0
27,舌右邊,青紫,舌右邊_青紫,0,0,0,1,1,3:1
27,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
27,舌根,淡紅,舌根_淡紅,1,1,1,1,4,4:0
27,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
27,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
27,舌根,暗紅,舌根_暗紅,0,0,0,0,0,4:0
27,舌根,青紫,舌根_青紫,0,0,0,1,1,3:1
27,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
28,舌尖,淡紅,舌尖_淡紅,1,1,1,0,3,3:1
28,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
28,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
28,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
28,舌尖,青紫,舌尖_青紫,0,0,0,0,0,4:0
28,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
28,舌中,淡紅,舌中_淡紅,0,0,0,0,0,4:0
28,舌中,淡白,舌中_淡白,1,1,1,0,3,3:1
28,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
28,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
28,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
28,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
28,舌左邊,淡紅,舌左邊_淡紅,0,0,0,0,0,4:0
28,舌左邊,淡白,舌左邊_淡白,1,1,1,0,3,3:1
28,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
28,舌左邊,暗紅,舌左邊_暗紅,0,0,0,1,1,3:1
28,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
28,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
28,舌右邊,淡紅,舌右邊_淡紅,0,0,0,0,0,4:0
28,舌右邊,淡白,舌右邊_淡白,1,1,1,0,3,3:1
28,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
28,舌右邊,暗紅,舌右邊_暗紅,0,0,0,1,1,3:1
28,舌右邊,青紫,舌右邊_青紫,0,0,0,0,0,4:0
28,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
28,舌根,淡紅,舌根_淡紅,0,0,0,0,0,4:0
28,舌根,淡白,舌根_淡白,1,1,1,0,3,3:1
28,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
28,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
28,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
28,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
29,舌尖,淡紅,舌尖_淡紅,1,1,1,1,4,4:0
29,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
29,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
29,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
29,舌尖,青紫,舌尖_青紫,0,0,0,0,0,4:0
29,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
29,舌中,淡紅,舌中_淡紅,1,1,1,1,4,4:0
29,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
29,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
29,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
29,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
29,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
29,舌左邊,淡紅,舌左邊_淡紅,0,1,1,0,2,2:2
29,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
29,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
29,舌左邊,暗紅,舌左邊_暗紅,1,0,0,1,2,2:2
29,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
29,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
29,舌右邊,淡紅,舌右邊_淡紅,0,1,1,1,3,3:1
29,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
29,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
29,舌右邊,暗紅,舌右邊_暗紅,1,0,0,1,2,2:2
29,舌右邊,青紫,舌右邊_青紫,0,0,0,0,0,4:0
29,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
29,舌根,淡紅,舌根_淡紅,0,1,1,1,3,3:1
29,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
29,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
29,舌根,暗紅,舌根_暗紅,1,0,0,1,2,2:2
29,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
29,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
3,舌尖,淡紅,舌尖_淡紅,0,0,0,0,0,4:0
3,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
3,舌尖,鮮紅,舌尖_鮮紅,0,0,0,1,1,3:1
3,舌尖,暗紅,舌尖_暗紅,1,1,1,0,3,3:1
3,舌尖,青紫,舌尖_青紫,0,0,0,1,1,3:1
3,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
3,舌中,淡紅,舌中_淡紅,0,0,0,0,0,4:0
3,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
3,舌中,鮮紅,舌中_鮮紅,0,0,0,1,1,3:1
3,舌中,暗紅,舌中_暗紅,1,1,1,0,3,3:1
3,舌中,青紫,舌中_青紫,0,0,0,1,1,3:1
3,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
3,舌左邊,淡紅,舌左邊_淡紅,0,0,0,0,0,4:0
3,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
3,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,1,1,3:1
3,舌左邊,暗紅,舌左邊_暗紅,1,1,1,0,3,3:1
3,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
3,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
3,舌右邊,淡紅,舌右邊_淡紅,0,0,0,0,0,4:0
3,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
3,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,1,1,3:1
3,舌右邊,暗紅,舌右邊_暗紅,1,1,1,0,3,3:1
3,舌右邊,青紫,舌右邊_青紫,0,0,0,0,0,4:0
3,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
3,舌根,淡紅,舌根_淡紅,0,0,0,0,0,4:0
3,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
3,舌根,鮮紅,舌根_鮮紅,0,0,0,1,1,3:1
3,舌根,暗紅,舌根_暗紅,0,0,0,0,0,4:0
3,舌根,青紫,舌根_青紫,1,1,1,0,3,3:1
3,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
30,舌尖,淡紅,舌尖_淡紅,1,0,1,0,2,2:2
30,舌尖,淡白,舌尖_淡白,0,1,1,0,2,2:2
30,舌尖,鮮紅,舌尖_鮮紅,0,0,0,0,0,4:0
30,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
30,舌尖,青紫,舌尖_青紫,0,0,1,1,2,2:2
30,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
30,舌中,淡紅,舌中_淡紅,1,0,1,0,2,2:2
30,舌中,淡白,舌中_淡白,0,1,1,0,2,2:2
30,舌中,鮮紅,舌中_鮮紅,0,0,0,0,0,4:0
30,舌中,暗紅,舌中_暗紅,0,0,0,1,1,3:1
30,舌中,青紫,舌中_青紫,0,0,1,1,2,2:2
30,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
30,舌左邊,淡紅,舌左邊_淡紅,0,0,1,0,1,3:1
30,舌左邊,淡白,舌左邊_淡白,0,1,1,0,2,2:2
30,舌左邊,鮮紅,舌左邊_鮮紅,0,0,0,0,0,4:0
30,舌左邊,暗紅,舌左邊_暗紅,1,0,0,1,2,2:2
30,舌左邊,青紫,舌左邊_青紫,0,0,0,1,1,3:1
30,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
30,舌右邊,淡紅,舌右邊_淡紅,0,0,1,0,1,3:1
30,舌右邊,淡白,舌右邊_淡白,0,1,1,0,2,2:2
30,舌右邊,鮮紅,舌右邊_鮮紅,0,0,0,0,0,4:0
30,舌右邊,暗紅,舌右邊_暗紅,1,0,0,1,2,2:2
30,舌右邊,青紫,舌右邊_青紫,0,0,0,1,1,3:1
30,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
30,舌根,淡紅,舌根_淡紅,1,0,1,0,2,2:2
30,舌根,淡白,舌根_淡白,0,1,1,0,2,2:2
30,舌根,鮮紅,舌根_鮮紅,0,0,0,0,0,4:0
30,舌根,暗紅,舌根_暗紅,0,0,0,1,1,3:1
30,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
30,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
31,舌尖,淡紅,舌尖_淡紅,0,1,0,0,1,3:1
31,舌尖,淡白,舌尖_淡白,0,0,0,0,0,4:0
31,舌尖,鮮紅,舌尖_鮮紅,1,0,1,1,3,3:1
31,舌尖,暗紅,舌尖_暗紅,0,0,0,1,1,3:1
31,舌尖,青紫,舌尖_青紫,0,0,0,0,0,4:0
31,舌尖,灰黑,舌尖_灰黑,0,0,0,0,0,4:0
31,舌中,淡紅,舌中_淡紅,0,1,0,0,1,3:1
31,舌中,淡白,舌中_淡白,0,0,0,0,0,4:0
31,舌中,鮮紅,舌中_鮮紅,0,0,1,1,2,2:2
31,舌中,暗紅,舌中_暗紅,1,0,0,1,2,2:2
31,舌中,青紫,舌中_青紫,0,0,0,0,0,4:0
31,舌中,灰黑,舌中_灰黑,0,0,0,0,0,4:0
31,舌左邊,淡紅,舌左邊_淡紅,0,0,0,0,0,4:0
31,舌左邊,淡白,舌左邊_淡白,0,0,0,0,0,4:0
31,舌左邊,鮮紅,舌左邊_鮮紅,1,1,1,1,4,4:0
31,舌左邊,暗紅,舌左邊_暗紅,0,0,0,1,1,3:1
31,舌左邊,青紫,舌左邊_青紫,0,0,0,0,0,4:0
31,舌左邊,灰黑,舌左邊_灰黑,0,0,0,0,0,4:0
31,舌右邊,淡紅,舌右邊_淡紅,0,0,0,0,0,4:0
31,舌右邊,淡白,舌右邊_淡白,0,0,0,0,0,4:0
31,舌右邊,鮮紅,舌右邊_鮮紅,1,1,1,1,4,4:0
31,舌右邊,暗紅,舌右邊_暗紅,0,0,0,1,1,3:1
31,舌右邊,青紫,舌右邊_青紫,0,0,0,0,0,4:0
31,舌右邊,灰黑,舌右邊_灰黑,0,0,0,0,0,4:0
31,舌根,淡紅,舌根_淡紅,0,1,0,0,1,3:1
31,舌根,淡白,舌根_淡白,0,0,0,0,0,4:0
31,舌根,鮮紅,舌根_鮮紅,0,0,1,1,2,2:2
31,舌根,暗紅,舌根_暗紅,1,0,0,1,2,2:2
31,舌根,青紫,舌根_青紫,0,0,0,0,0,4:0
31,舌根,灰黑,舌根_灰黑,0,0,0,0,0,4:0
32,舌尖,淡紅,舌尖_淡紅,0,1,0,0,1,3:1
